kind,warehouse_code,warehouse_name,scan_prefix,zone,shelf,bin,zone_scan,shelf_scan,bin_scan,product_sku,qty,source
bin,STR,Stock Room,STR,C,S09,02,STR.C,STR.CS09,STR.CS09.02,,0,bin
bin,STR,Stock Room,STR,C,S09,03,STR.C,STR.CS09,STR.CS09.03,MNPT,1234,bin
bin,STR,Stock Room,STR,C,S09,04,STR.C,STR.CS09,STR.CS09.04,PTNL,1234,bin
bin,STR,Stock Room,STR,C,S09,04A,STR.C,STR.CS09,STR.CS09.04A,HGMS,1234,bin
bin,STR,Stock Room,STR,C,S09,05,STR.C,STR.CS09,STR.CS09.05,MGPP,1234,bin
bin,STR,Stock Room,STR,C,S10,01,STR.C,STR.CS10,STR.CS10.01,CSHW,1234,bin
bin,STR,Stock Room,STR,C,S10,02,STR.C,STR.CS10,STR.CS10.02,BYLF,1234,bin
bin,STR,Stock Room,STR,C,S10,03,STR.C,STR.CS10,STR.CS10.03,AJWN,1234,bin
bin,STR,Stock Room,STR,C,S10,04,STR.C,STR.CS10,STR.CS10.04,FXBR,1234,bin
bin,STR,Stock Room,STR,C,S10,05,STR.C,STR.CS10,STR.CS10.05,MSPW,1234,bin
bin,STR,Stock Room,STR,C,S104,01,STR.C,STR.CS104,STR.CS104.01,,0,bin
bin,STR,Stock Room,STR,C,S104,02,STR.C,STR.CS104,STR.CS104.02,,0,bin
bin,STR,Stock Room,STR,C,S104,03,STR.C,STR.CS104,STR.CS104.03,,0,bin
bin,STR,Stock Room,STR,C,S104,04,STR.C,STR.CS104,STR.CS104.04,,0,bin
bin,STR,Stock Room,STR,C,S11,01,STR.C,STR.CS11,STR.CS11.01,IAUM,1234,bin
bin,STR,Stock Room,STR,C,S11,02,STR.C,STR.CS11,STR.CS11.02,IAUM,1234,bin
bin,STR,Stock Room,STR,C,S11,03,STR.C,STR.CS11,STR.CS11.03,IKUM,1234,bin
bin,STR,Stock Room,STR,C,S11,04,STR.C,STR.CS11,STR.CS11.04,IKUM,1234,bin
bin,STR,Stock Room,STR,C,S11,05,STR.C,STR.CS11,STR.CS11.05,MMFP,1234,bin
bin,STR,Stock Room,STR,C,S12,01,STR.C,STR.CS12,STR.CS12.01,GNGP,1234,bin
bin,STR,Stock Room,STR,C,S12,02,STR.C,STR.CS12,STR.CS12.02,CHIA,1234,bin
bin,STR,Stock Room,STR,C,S12,03,STR.C,STR.CS12,STR.CS12.03,SBJA,1234,bin
bin,STR,Stock Room,STR,C,S12,04,STR.C,STR.CS12,STR.CS12.04,NVKR,1234,bin
bin,STR,Stock Room,STR,C,S12,05,STR.C,STR.CS12,STR.CS12.05,NLKR,1234,bin
bin,STR,Stock Room,STR,C,S129,01,STR.C,STR.CS129,STR.CS129.01,,0,bin
bin,STR,Stock Room,STR,C,S129,02,STR.C,STR.CS129,STR.CS129.02,,0,bin
bin,STR,Stock Room,STR,C,S129,03,STR.C,STR.CS129,STR.CS129.03,,0,bin
bin,STR,Stock Room,STR,C,S129,04,STR.C,STR.CS129,STR.CS129.04,,0,bin
bin,STR,Stock Room,STR,C,S13,01,STR.C,STR.CS13,STR.CS13.01,PPPD,1234,bin
bin,STR,Stock Room,STR,C,S13,02,STR.C,STR.CS13,STR.CS13.02,ASHW,2468,bin
bin,STR,Stock Room,STR,C,S13,03,STR.C,STR.CS13,STR.CS13.03,MGSP,1234,bin
bin,STR,Stock Room,STR,C,S13,04,STR.C,STR.CS13,STR.CS13.04,KKKR,1234,bin
bin,STR,Stock Room,STR,C,S13,05,STR.C,STR.CS13,STR.CS13.05,CLPW,1234,bin
bin,STR,Stock Room,STR,C,S13,06,STR.C,STR.CS13,STR.CS13.06,,0,bin
bin,STR,Stock Room,STR,C,S14,01,STR.C,STR.CS14,STR.CS14.01,,0,bin
bin,STR,Stock Room,STR,C,S14,02,STR.C,STR.CS14,STR.CS14.02,,0,bin
bin,STR,Stock Room,STR,C,S14,03,STR.C,STR.CS14,STR.CS14.03,,0,bin
bin,STR,Stock Room,STR,C,S14,04,STR.C,STR.CS14,STR.CS14.04,,0,bin
bin,STR,Stock Room,STR,C,S14,05,STR.C,STR.CS14,STR.CS14.05,,0,bin
bin,STR,Stock Room,STR,C,S14,06,STR.C,STR.CS14,STR.CS14.06,,0,bin
bin,STR,Stock Room,STR,C,S15,01,STR.C,STR.CS15,STR.CS15.01,,0,bin
bin,STR,Stock Room,STR,C,S15,02,STR.C,STR.CS15,STR.CS15.02,,0,bin
bin,STR,Stock Room,STR,C,S15,03,STR.C,STR.CS15,STR.CS15.03,,0,bin
bin,STR,Stock Room,STR,C,S15,04,STR.C,STR.CS15,STR.CS15.04,,0,bin
bin,STR,Stock Room,STR,C,S15,05,STR.C,STR.CS15,STR.CS15.05,,0,bin
bin,STR,Stock Room,STR,C,S154,01,STR.C,STR.CS154,STR.CS154.01,,0,bin
bin,STR,Stock Room,STR,C,S154,02,STR.C,STR.CS154,STR.CS154.02,,0,bin
bin,STR,Stock Room,STR,C,S154,03,STR.C,STR.CS154,STR.CS154.03,,0,bin
bin,STR,Stock Room,STR,C,S154,04,STR.C,STR.CS154,STR.CS154.04,,0,bin
bin,STR,Stock Room,STR,C,S16,01,STR.C,STR.CS16,STR.CS16.01,,0,bin
bin,STR,Stock Room,STR,C,S16,02,STR.C,STR.CS16,STR.CS16.02,,0,bin
bin,STR,Stock Room,STR,C,S16,03,STR.C,STR.CS16,STR.CS16.03,,0,bin
bin,STR,Stock Room,STR,C,S16,04,STR.C,STR.CS16,STR.CS16.04,,0,bin
bin,STR,Stock Room,STR,C,S16,05,STR.C,STR.CS16,STR.CS16.05,,0,bin
bin,STR,Stock Room,STR,C,S17,01,STR.C,STR.CS17,STR.CS17.01,,0,bin
bin,STR,Stock Room,STR,C,S17,02,STR.C,STR.CS17,STR.CS17.02,,0,bin
bin,STR,Stock Room,STR,C,S17,03,STR.C,STR.CS17,STR.CS17.03,,0,bin
bin,STR,Stock Room,STR,C,S17,04,STR.C,STR.CS17,STR.CS17.04,,0,bin
bin,STR,Stock Room,STR,C,S17,05,STR.C,STR.CS17,STR.CS17.05,,0,bin
bin,STR,Stock Room,STR,C,S179,01,STR.C,STR.CS179,STR.CS179.01,,0,bin
bin,STR,Stock Room,STR,C,S179,02,STR.C,STR.CS179,STR.CS179.02,,0,bin
bin,STR,Stock Room,STR,C,S179,03,STR.C,STR.CS179,STR.CS179.03,,0,bin
bin,STR,Stock Room,STR,C,S179,04,STR.C,STR.CS179,STR.CS179.04,,0,bin
bin,STR,Stock Room,STR,C,S18,01,STR.C,STR.CS18,STR.CS18.01,,0,bin
bin,STR,Stock Room,STR,C,S18,02,STR.C,STR.CS18,STR.CS18.02,,0,bin
bin,STR,Stock Room,STR,C,S18,03,STR.C,STR.CS18,STR.CS18.03,,0,bin
bin,STR,Stock Room,STR,C,S18,04,STR.C,STR.CS18,STR.CS18.04,,0,bin
bin,STR,Stock Room,STR,C,S18,05,STR.C,STR.CS18,STR.CS18.05,,0,bin
bin,STR,Stock Room,STR,C,S19,01,STR.C,STR.CS19,STR.CS19.01,,0,bin
bin,STR,Stock Room,STR,C,S19,02,STR.C,STR.CS19,STR.CS19.02,,0,bin
bin,STR,Stock Room,STR,C,S19,03,STR.C,STR.CS19,STR.CS19.03,,0,bin
bin,STR,Stock Room,STR,C,S19,04,STR.C,STR.CS19,STR.CS19.04,,0,bin
bin,STR,Stock Room,STR,C,S20,01,STR.C,STR.CS20,STR.CS20.01,,0,bin
bin,STR,Stock Room,STR,C,S20,02,STR.C,STR.CS20,STR.CS20.02,,0,bin
bin,STR,Stock Room,STR,C,S20,03,STR.C,STR.CS20,STR.CS20.03,,0,bin
bin,STR,Stock Room,STR,C,S20,04,STR.C,STR.CS20,STR.CS20.04,,0,bin
bin,STR,Stock Room,STR,C,S204,01,STR.C,STR.CS204,STR.CS204.01,,0,bin
bin,STR,Stock Room,STR,C,S204,02,STR.C,STR.CS204,STR.CS204.02,,0,bin
bin,STR,Stock Room,STR,C,S204,03,STR.C,STR.CS204,STR.CS204.03,,0,bin
bin,STR,Stock Room,STR,C,S204,04,STR.C,STR.CS204,STR.CS204.04,,0,bin
bin,STR,Stock Room,STR,C,S21,01,STR.C,STR.CS21,STR.CS21.01,,0,bin
bin,STR,Stock Room,STR,C,S21,02,STR.C,STR.CS21,STR.CS21.02,,0,bin
bin,STR,Stock Room,STR,C,S22,01,STR.C,STR.CS22,STR.CS22.01,,0,bin
bin,STR,Stock Room,STR,C,S22,02,STR.C,STR.CS22,STR.CS22.02,,0,bin
bin,STR,Stock Room,STR,C,S23,01,STR.C,STR.CS23,STR.CS23.01,,0,bin
bin,STR,Stock Room,STR,C,S23,02,STR.C,STR.CS23,STR.CS23.02,,0,bin
bin,STR,Stock Room,STR,C,S23,03,STR.C,STR.CS23,STR.CS23.03,,0,bin
bin,STR,Stock Room,STR,C,S23,04,STR.C,STR.CS23,STR.CS23.04,,0,bin
bin,STR,Stock Room,STR,C,S24,01,STR.C,STR.CS24,STR.CS24.01,,0,bin
bin,STR,Stock Room,STR,C,S24,02,STR.C,STR.CS24,STR.CS24.02,,0,bin
bin,STR,Stock Room,STR,C,S24,03,STR.C,STR.CS24,STR.CS24.03,,0,bin
bin,STR,Stock Room,STR,C,S24,04,STR.C,STR.CS24,STR.CS24.04,,0,bin
bin,STR,Stock Room,STR,C,S25,01,STR.C,STR.CS25,STR.CS25.01,,0,bin
bin,STR,Stock Room,STR,C,S25,02,STR.C,STR.CS25,STR.CS25.02,,0,bin
bin,STR,Stock Room,STR,C,S25,03,STR.C,STR.CS25,STR.CS25.03,,0,bin
bin,STR,Stock Room,STR,C,S25,04,STR.C,STR.CS25,STR.CS25.04,,0,bin
bin,STR,Stock Room,STR,C,S26,01,STR.C,STR.CS26,STR.CS26.01,,0,bin
bin,STR,Stock Room,STR,C,S26,02,STR.C,STR.CS26,STR.CS26.02,,0,bin
bin,STR,Stock Room,STR,C,S26,03,STR.C,STR.CS26,STR.CS26.03,,0,bin
bin,STR,Stock Room,STR,C,S26,04,STR.C,STR.CS26,STR.CS26.04,,0,bin
bin,STR,Stock Room,STR,C,S27,01,STR.C,STR.CS27,STR.CS27.01,,0,bin
bin,STR,Stock Room,STR,C,S27,02,STR.C,STR.CS27,STR.CS27.02,,0,bin
bin,STR,Stock Room,STR,C,S27,03,STR.C,STR.CS27,STR.CS27.03,,0,bin
bin,STR,Stock Room,STR,C,S28,01,STR.C,STR.CS28,STR.CS28.01,,0,bin
bin,STR,Stock Room,STR,C,S28,02,STR.C,STR.CS28,STR.CS28.02,,0,bin
bin,STR,Stock Room,STR,C,S28,03,STR.C,STR.CS28,STR.CS28.03,,0,bin
bin,STR,Stock Room,STR,C,S29,01,STR.C,STR.CS29,STR.CS29.01,,0,bin
bin,STR,Stock Room,STR,C,S29,02,STR.C,STR.CS29,STR.CS29.02,,0,bin
bin,STR,Stock Room,STR,C,S29,03,STR.C,STR.CS29,STR.CS29.03,,0,bin
bin,STR,Stock Room,STR,C,S30,01,STR.C,STR.CS30,STR.CS30.01,,0,bin
bin,STR,Stock Room,STR,C,S30,02,STR.C,STR.CS30,STR.CS30.02,,0,bin
bin,STR,Stock Room,STR,C,S30,03,STR.C,STR.CS30,STR.CS30.03,,0,bin
bin,STR,Stock Room,STR,C,S31,01,STR.C,STR.CS31,STR.CS31.01,,0,bin
bin,STR,Stock Room,STR,C,S31,02,STR.C,STR.CS31,STR.CS31.02,,0,bin
bin,STR,Stock Room,STR,C,S31,03,STR.C,STR.CS31,STR.CS31.03,,0,bin
bin,STR,Stock Room,STR,C,S31,04,STR.C,STR.CS31,STR.CS31.04,,0,bin
bin,STR,Stock Room,STR,C,S31,05,STR.C,STR.CS31,STR.CS31.05,,0,bin
bin,STR,Stock Room,STR,C,S31,06,STR.C,STR.CS31,STR.CS31.06,,0,bin
bin,STR,Stock Room,STR,C,S31,07,STR.C,STR.CS31,STR.CS31.07,,0,bin
bin,STR,Stock Room,STR,C,S31,08,STR.C,STR.CS31,STR.CS31.08,,0,bin
bin,STR,Stock Room,STR,D,S017,01,STR.D,STR.DS017,STR.DS017.01,BTRC,949,bin
bin,STR,Stock Room,STR,D,S017,02,STR.D,STR.DS017,STR.DS017.02,BYLF,999,bin
bin,STR,Stock Room,STR,D,S017,03,STR.D,STR.DS017,STR.DS017.03,BYMF,999,bin
bin,STR,Stock Room,STR,D,S017,04,STR.D,STR.DS017,STR.DS017.04,BYMF,999,bin
bin,STR,Stock Room,STR,D,S042,01,STR.D,STR.DS042,STR.DS042.01,DDPD,999,bin
bin,STR,Stock Room,STR,D,S042,02,STR.D,STR.DS042,STR.DS042.02,DGWB,999,bin
bin,STR,Stock Room,STR,D,S042,03,STR.D,STR.DS042,STR.DS042.03,DHNI,999,bin
bin,STR,Stock Room,STR,D,S042,04,STR.D,STR.DS042,STR.DS042.04,DHNI,999,bin
bin,STR,Stock Room,STR,D,S067,01,STR.D,STR.DS067,STR.DS067.01,IRJW,999,bin
bin,STR,Stock Room,STR,D,S067,02,STR.D,STR.DS067,STR.DS067.02,IRJW,999,bin
bin,STR,Stock Room,STR,D,S067,03,STR.D,STR.DS067,STR.DS067.03,IRKF,999,bin
bin,STR,Stock Room,STR,D,S067,04,STR.D,STR.DS067,STR.DS067.04,IRKF,999,bin
bin,STR,Stock Room,STR,D,S092,01,STR.D,STR.DS092,STR.DS092.01,MMPD,999,bin
bin,STR,Stock Room,STR,D,S092,02,STR.D,STR.DS092,STR.DS092.02,MMPS,999,bin
bin,STR,Stock Room,STR,D,S092,03,STR.D,STR.DS092,STR.DS092.03,MMRK,999,bin
bin,STR,Stock Room,STR,D,S092,04,STR.D,STR.DS092,STR.DS092.04,MMRK,999,bin
bin,STR,Stock Room,STR,D,S117,01,STR.D,STR.DS117,STR.DS117.01,RCWP,999,bin
bin,STR,Stock Room,STR,D,S117,02,STR.D,STR.DS117,STR.DS117.02,RCWP,999,bin
bin,STR,Stock Room,STR,D,S117,03,STR.D,STR.DS117,STR.DS117.03,RCWP,999,bin
bin,STR,Stock Room,STR,D,S117,04,STR.D,STR.DS117,STR.DS117.04,RFLW,999,bin
bin,STR,Stock Room,STR,D,S142,01,STR.D,STR.DS142,STR.DS142.01,WGCK,999,bin
bin,STR,Stock Room,STR,D,S142,02,STR.D,STR.DS142,STR.DS142.02,WGCK,999,bin
bin,STR,Stock Room,STR,D,S142,03,STR.D,STR.DS142,STR.DS142.03,WGCK,999,bin
bin,STR,Stock Room,STR,D,S142,04,STR.D,STR.DS142,STR.DS142.04,WGLD,999,bin
bin,STR,Stock Room,STR,D,S167,01,STR.D,STR.DS167,STR.DS167.01,,0,bin
bin,STR,Stock Room,STR,D,S167,02,STR.D,STR.DS167,STR.DS167.02,,0,bin
bin,STR,Stock Room,STR,D,S167,03,STR.D,STR.DS167,STR.DS167.03,,0,bin
bin,STR,Stock Room,STR,D,S167,04,STR.D,STR.DS167,STR.DS167.04,,0,bin
bin,STR,Stock Room,STR,D,S192,01,STR.D,STR.DS192,STR.DS192.01,,0,bin
bin,STR,Stock Room,STR,D,S192,02,STR.D,STR.DS192,STR.DS192.02,,0,bin
bin,STR,Stock Room,STR,D,S192,03,STR.D,STR.DS192,STR.DS192.03,,0,bin
bin,STR,Stock Room,STR,D,S192,04,STR.D,STR.DS192,STR.DS192.04,,0,bin
bin,STR,Stock Room,STR,E,S013,01,STR.E,STR.ES013,STR.ES013.01,,0,bin
bin,STR,Stock Room,STR,E,S013,02,STR.E,STR.ES013,STR.ES013.02,,0,bin
bin,STR,Stock Room,STR,E,S013,03,STR.E,STR.ES013,STR.ES013.03,,0,bin
bin,STR,Stock Room,STR,E,S013,04,STR.E,STR.ES013,STR.ES013.04,,0,bin
bin,STR,Stock Room,STR,E,S038,01,STR.E,STR.ES038,STR.ES038.01,,0,bin
bin,STR,Stock Room,STR,E,S038,02,STR.E,STR.ES038,STR.ES038.02,,0,bin
bin,STR,Stock Room,STR,E,S038,03,STR.E,STR.ES038,STR.ES038.03,,0,bin
bin,STR,Stock Room,STR,E,S038,04,STR.E,STR.ES038,STR.ES038.04,,0,bin
bin,STR,Stock Room,STR,E,S063,01,STR.E,STR.ES063,STR.ES063.01,,0,bin
bin,STR,Stock Room,STR,E,S063,02,STR.E,STR.ES063,STR.ES063.02,,0,bin
bin,STR,Stock Room,STR,E,S063,03,STR.E,STR.ES063,STR.ES063.03,,0,bin
bin,STR,Stock Room,STR,E,S063,04,STR.E,STR.ES063,STR.ES063.04,,0,bin
bin,STR,Stock Room,STR,E,S088,01,STR.E,STR.ES088,STR.ES088.01,,0,bin
bin,STR,Stock Room,STR,E,S088,02,STR.E,STR.ES088,STR.ES088.02,,0,bin
bin,STR,Stock Room,STR,E,S088,03,STR.E,STR.ES088,STR.ES088.03,,0,bin
bin,STR,Stock Room,STR,E,S088,04,STR.E,STR.ES088,STR.ES088.04,,0,bin
bin,STR,Stock Room,STR,E,S113,01,STR.E,STR.ES113,STR.ES113.01,,0,bin
bin,STR,Stock Room,STR,E,S113,02,STR.E,STR.ES113,STR.ES113.02,,0,bin
bin,STR,Stock Room,STR,E,S113,03,STR.E,STR.ES113,STR.ES113.03,,0,bin
bin,STR,Stock Room,STR,E,S113,04,STR.E,STR.ES113,STR.ES113.04,,0,bin
bin,STR,Stock Room,STR,E,S138,01,STR.E,STR.ES138,STR.ES138.01,,0,bin
bin,STR,Stock Room,STR,E,S138,02,STR.E,STR.ES138,STR.ES138.02,,0,bin
bin,STR,Stock Room,STR,E,S138,03,STR.E,STR.ES138,STR.ES138.03,,0,bin
bin,STR,Stock Room,STR,E,S138,04,STR.E,STR.ES138,STR.ES138.04,,0,bin
bin,STR,Stock Room,STR,E,S163,01,STR.E,STR.ES163,STR.ES163.01,,0,bin
bin,STR,Stock Room,STR,E,S163,02,STR.E,STR.ES163,STR.ES163.02,,0,bin
bin,STR,Stock Room,STR,E,S163,03,STR.E,STR.ES163,STR.ES163.03,,0,bin
bin,STR,Stock Room,STR,E,S163,04,STR.E,STR.ES163,STR.ES163.04,,0,bin
bin,STR,Stock Room,STR,E,S188,01,STR.E,STR.ES188,STR.ES188.01,,0,bin
bin,STR,Stock Room,STR,E,S188,02,STR.E,STR.ES188,STR.ES188.02,,0,bin
bin,STR,Stock Room,STR,E,S188,03,STR.E,STR.ES188,STR.ES188.03,,0,bin
bin,STR,Stock Room,STR,E,S188,04,STR.E,STR.ES188,STR.ES188.04,,0,bin
bin,STR,Stock Room,STR,F,S003,01,STR.F,STR.FS003,STR.FS003.01,,0,bin
bin,STR,Stock Room,STR,F,S003,02,STR.F,STR.FS003,STR.FS003.02,,0,bin
bin,STR,Stock Room,STR,F,S003,03,STR.F,STR.FS003,STR.FS003.03,,0,bin
bin,STR,Stock Room,STR,F,S003,04,STR.F,STR.FS003,STR.FS003.04,,0,bin
bin,STR,Stock Room,STR,F,S028,01,STR.F,STR.FS028,STR.FS028.01,,0,bin
bin,STR,Stock Room,STR,F,S028,02,STR.F,STR.FS028,STR.FS028.02,,0,bin
bin,STR,Stock Room,STR,F,S028,03,STR.F,STR.FS028,STR.FS028.03,,0,bin
bin,STR,Stock Room,STR,F,S028,04,STR.F,STR.FS028,STR.FS028.04,,0,bin
bin,STR,Stock Room,STR,F,S053,01,STR.F,STR.FS053,STR.FS053.01,,0,bin
bin,STR,Stock Room,STR,F,S053,02,STR.F,STR.FS053,STR.FS053.02,,0,bin
bin,STR,Stock Room,STR,F,S053,03,STR.F,STR.FS053,STR.FS053.03,,0,bin
bin,STR,Stock Room,STR,F,S053,04,STR.F,STR.FS053,STR.FS053.04,,0,bin
bin,STR,Stock Room,STR,F,S078,01,STR.F,STR.FS078,STR.FS078.01,,0,bin
bin,STR,Stock Room,STR,F,S078,02,STR.F,STR.FS078,STR.FS078.02,,0,bin
bin,STR,Stock Room,STR,F,S078,03,STR.F,STR.FS078,STR.FS078.03,,0,bin
bin,STR,Stock Room,STR,F,S078,04,STR.F,STR.FS078,STR.FS078.04,,0,bin
bin,STR,Stock Room,STR,F,S103,01,STR.F,STR.FS103,STR.FS103.01,,0,bin
bin,STR,Stock Room,STR,F,S103,02,STR.F,STR.FS103,STR.FS103.02,,0,bin
bin,STR,Stock Room,STR,F,S103,03,STR.F,STR.FS103,STR.FS103.03,,0,bin
bin,STR,Stock Room,STR,F,S103,04,STR.F,STR.FS103,STR.FS103.04,,0,bin
bin,STR,Stock Room,STR,F,S128,01,STR.F,STR.FS128,STR.FS128.01,,0,bin
bin,STR,Stock Room,STR,F,S128,02,STR.F,STR.FS128,STR.FS128.02,,0,bin
bin,STR,Stock Room,STR,F,S128,03,STR.F,STR.FS128,STR.FS128.03,,0,bin
bin,STR,Stock Room,STR,F,S128,04,STR.F,STR.FS128,STR.FS128.04,,0,bin
bin,STR,Stock Room,STR,F,S153,01,STR.F,STR.FS153,STR.FS153.01,,0,bin
bin,STR,Stock Room,STR,F,S153,02,STR.F,STR.FS153,STR.FS153.02,,0,bin
bin,STR,Stock Room,STR,F,S153,03,STR.F,STR.FS153,STR.FS153.03,,0,bin
bin,STR,Stock Room,STR,F,S153,04,STR.F,STR.FS153,STR.FS153.04,,0,bin
bin,STR,Stock Room,STR,F,S178,01,STR.F,STR.FS178,STR.FS178.01,,0,bin
bin,STR,Stock Room,STR,F,S178,02,STR.F,STR.FS178,STR.FS178.02,,0,bin
bin,STR,Stock Room,STR,F,S178,03,STR.F,STR.FS178,STR.FS178.03,,0,bin
bin,STR,Stock Room,STR,F,S178,04,STR.F,STR.FS178,STR.FS178.04,,0,bin
bin,STR,Stock Room,STR,F,S203,01,STR.F,STR.FS203,STR.FS203.01,,0,bin
bin,STR,Stock Room,STR,F,S203,02,STR.F,STR.FS203,STR.FS203.02,,0,bin
bin,STR,Stock Room,STR,F,S203,03,STR.F,STR.FS203,STR.FS203.03,,0,bin
bin,STR,Stock Room,STR,F,S203,04,STR.F,STR.FS203,STR.FS203.04,,0,bin
bin,STR,Stock Room,STR,FG,01,01,Z.STR.FG,STR.FG.01,STR.FG.01.01,,0,bin
bin,STR,Stock Room,STR,G,S024,01,STR.G,STR.GS024,STR.GS024.01,,0,bin
bin,STR,Stock Room,STR,G,S024,02,STR.G,STR.GS024,STR.GS024.02,,0,bin
bin,STR,Stock Room,STR,G,S024,03,STR.G,STR.GS024,STR.GS024.03,,0,bin
bin,STR,Stock Room,STR,G,S024,04,STR.G,STR.GS024,STR.GS024.04,,0,bin
bin,STR,Stock Room,STR,G,S049,01,STR.G,STR.GS049,STR.GS049.01,,0,bin
bin,STR,Stock Room,STR,G,S049,02,STR.G,STR.GS049,STR.GS049.02,,0,bin
bin,STR,Stock Room,STR,G,S049,03,STR.G,STR.GS049,STR.GS049.03,,0,bin
bin,STR,Stock Room,STR,G,S049,04,STR.G,STR.GS049,STR.GS049.04,,0,bin
bin,STR,Stock Room,STR,G,S074,01,STR.G,STR.GS074,STR.GS074.01,,0,bin
bin,STR,Stock Room,STR,G,S074,02,STR.G,STR.GS074,STR.GS074.02,,0,bin
bin,STR,Stock Room,STR,G,S074,03,STR.G,STR.GS074,STR.GS074.03,,0,bin
bin,STR,Stock Room,STR,G,S074,04,STR.G,STR.GS074,STR.GS074.04,,0,bin
bin,STR,Stock Room,STR,G,S099,01,STR.G,STR.GS099,STR.GS099.01,,0,bin
bin,STR,Stock Room,STR,G,S099,02,STR.G,STR.GS099,STR.GS099.02,,0,bin
bin,STR,Stock Room,STR,G,S099,03,STR.G,STR.GS099,STR.GS099.03,,0,bin
bin,STR,Stock Room,STR,G,S099,04,STR.G,STR.GS099,STR.GS099.04,,0,bin
bin,STR,Stock Room,STR,G,S124,01,STR.G,STR.GS124,STR.GS124.01,,0,bin
bin,STR,Stock Room,STR,G,S124,02,STR.G,STR.GS124,STR.GS124.02,,0,bin
bin,STR,Stock Room,STR,G,S124,03,STR.G,STR.GS124,STR.GS124.03,,0,bin
bin,STR,Stock Room,STR,G,S124,04,STR.G,STR.GS124,STR.GS124.04,,0,bin
bin,STR,Stock Room,STR,G,S149,01,STR.G,STR.GS149,STR.GS149.01,,0,bin
bin,STR,Stock Room,STR,G,S149,02,STR.G,STR.GS149,STR.GS149.02,,0,bin
bin,STR,Stock Room,STR,G,S149,03,STR.G,STR.GS149,STR.GS149.03,,0,bin
bin,STR,Stock Room,STR,G,S149,04,STR.G,STR.GS149,STR.GS149.04,,0,bin
bin,STR,Stock Room,STR,G,S174,01,STR.G,STR.GS174,STR.GS174.01,,0,bin
bin,STR,Stock Room,STR,G,S174,02,STR.G,STR.GS174,STR.GS174.02,,0,bin
bin,STR,Stock Room,STR,G,S174,03,STR.G,STR.GS174,STR.GS174.03,,0,bin
bin,STR,Stock Room,STR,G,S174,04,STR.G,STR.GS174,STR.GS174.04,,0,bin
bin,STR,Stock Room,STR,G,S199,01,STR.G,STR.GS199,STR.GS199.01,,0,bin
bin,STR,Stock Room,STR,G,S199,02,STR.G,STR.GS199,STR.GS199.02,,0,bin
bin,STR,Stock Room,STR,G,S199,03,STR.G,STR.GS199,STR.GS199.03,,0,bin
bin,STR,Stock Room,STR,G,S199,04,STR.G,STR.GS199,STR.GS199.04,,0,bin
bin,STR,Stock Room,STR,H,S007,01,STR.H,STR.HS007,STR.HS007.01,,0,bin
bin,STR,Stock Room,STR,H,S007,02,STR.H,STR.HS007,STR.HS007.02,,0,bin
bin,STR,Stock Room,STR,H,S007,03,STR.H,STR.HS007,STR.HS007.03,,0,bin
bin,STR,Stock Room,STR,H,S007,04,STR.H,STR.HS007,STR.HS007.04,,0,bin
bin,STR,Stock Room,STR,H,S032,01,STR.H,STR.HS032,STR.HS032.01,,0,bin
bin,STR,Stock Room,STR,H,S032,02,STR.H,STR.HS032,STR.HS032.02,,0,bin
bin,STR,Stock Room,STR,H,S032,03,STR.H,STR.HS032,STR.HS032.03,,0,bin
bin,STR,Stock Room,STR,H,S032,04,STR.H,STR.HS032,STR.HS032.04,,0,bin
bin,STR,Stock Room,STR,H,S057,01,STR.H,STR.HS057,STR.HS057.01,,0,bin
bin,STR,Stock Room,STR,H,S057,02,STR.H,STR.HS057,STR.HS057.02,,0,bin
bin,STR,Stock Room,STR,H,S057,03,STR.H,STR.HS057,STR.HS057.03,,0,bin
bin,STR,Stock Room,STR,H,S057,04,STR.H,STR.HS057,STR.HS057.04,,0,bin
bin,STR,Stock Room,STR,H,S082,01,STR.H,STR.HS082,STR.HS082.01,,0,bin
bin,STR,Stock Room,STR,H,S082,02,STR.H,STR.HS082,STR.HS082.02,,0,bin
bin,STR,Stock Room,STR,H,S082,03,STR.H,STR.HS082,STR.HS082.03,,0,bin
bin,STR,Stock Room,STR,H,S082,04,STR.H,STR.HS082,STR.HS082.04,,0,bin
bin,STR,Stock Room,STR,H,S107,01,STR.H,STR.HS107,STR.HS107.01,,0,bin
bin,STR,Stock Room,STR,H,S107,02,STR.H,STR.HS107,STR.HS107.02,,0,bin
bin,STR,Stock Room,STR,H,S107,03,STR.H,STR.HS107,STR.HS107.03,,0,bin
bin,STR,Stock Room,STR,H,S107,04,STR.H,STR.HS107,STR.HS107.04,,0,bin
bin,STR,Stock Room,STR,H,S132,01,STR.H,STR.HS132,STR.HS132.01,,0,bin
bin,STR,Stock Room,STR,H,S132,02,STR.H,STR.HS132,STR.HS132.02,,0,bin
bin,STR,Stock Room,STR,H,S132,03,STR.H,STR.HS132,STR.HS132.03,,0,bin
bin,STR,Stock Room,STR,H,S132,04,STR.H,STR.HS132,STR.HS132.04,,0,bin
bin,STR,Stock Room,STR,H,S157,01,STR.H,STR.HS157,STR.HS157.01,,0,bin
bin,STR,Stock Room,STR,H,S157,02,STR.H,STR.HS157,STR.HS157.02,,0,bin
